"station_id"

"DER:Station:5a530bb20d1dff00063bd779"
"DER:Station:5a966f70af71190006b85c83"
"DER:Station:5a967008af71190006b85c9b"
"DER:Station:5aaa26142727580006abc700"
"DER:Station:5aaa26c82727580006abc71b"
"DER:Station:5aaa28012727580006abc74d"
"DER:Station:5aaa28672727580006abc766"
"DER:Station:5aaa29da2727580006abc798"
"DER:Station:5aaf598a219070000690dfd1"
"DER:Station:5abb49420fb20500063c4eb3"
"DER:Station:5abb4a330fb20500063c4ed6"
"DER:Station:5afe7a9a3e095b0006cd51a6"
"DER:Station:5b45ffef39fe520005b69c35"
"DER:Station:5b517c8a0ab1020005cf1c55"
"DER:Station:5b61d2701be0e3000551e51c"
"DER:Station:5b6d744347ac7d0005f5c5c9"
"DER:Station:5b9a24c258ffda0005483a03"
"DER:Station:5ba39ea9e16d68000549f334"
"DER:Station:5bc4857af6e87e000598d4f7"
"DER:Station:5bc581c42c8d0f0005cc911b"
"DER:Station:5bd2e8e5180ce400059ecd55"
"DER:Station:5bffcc000708ea00053245a8"
"DER:Station:5c0e48cd92e6c10005d80dd4"
"DER:Station:5c0f68f292e6c10005d8a030"
"DER:Station:5c0f695192e6c10005d8a037"
"DER:Station:5c3dea96dffb310005f46ef7"
"DER:Station:5c7941381cee250005cca24d"
"DER:Station:5c8645bccc42e80005e0e6ba"
"DER:Station:5c8a4b09ab6c850005130e66"
"DER:Station:5ca44890568e0300055c6365"
"DER:Station:5cab398e1130e600051de753"
"DER:Station:5cb73c5c9b2393000540dc70"
"DER:Station:5cf544e313e5040005ed58a4"
"DER:Station:5d35c63916c3110005af2ece"
"DER:Station:5d36c8054d21ea0005c07b2f"
"DER:Station:5d515c1ed219c0000623f056"
"DER:Station:5d64d214d83dd5000655c6f2"
"DER:Station:5d6e72cb89dcc80006fdd518"
"DER:Station:5d6f959e89dcc80006fde771"
"DER:Station:5d6f97db89dcc80006fde7a5"
"DER:Station:5d920a3428b37d0006b5aa41"
"DER:Station:5dc98f10a0919dbeda392171"
"DER:Station:5de61d970a4e433a2eba2a95"
"DER:Station:5df229e95ec28696a3a0db62"
"DER:Station:5df9dffd5ec2868148a16d6d"
"DER:Station:5e0e0576af362662f4d60a92"
"DER:Station:5e16de792e2d59dff528d034"
"DER:Station:5e28407f3c3413000c68ad14"
"DER:Station:5e96a38e333edf00073e5812"
"DER:Station:5ee731dbe353ea18fb362f9a"
"DER:Station:5ee733e8aa5a1932797d14eb"
"DER:Station:5ee735a4e353ea08b7362fe1"
"DER:Station:5eeb5a9ee353ea512f367cb0"
"DER:Station:5ef443db0e76d27bdc274f32"
"DER:Station:5f058864867667371609d665"
"DER:Station:5f0588a58676674e1509d66a"
"DER:Station:5f1fc8ff8dc3e61dd369edd6"
"DER:Station:5f4e3d0ecd307f7a7fbe1357"
"DER:Station:5fd0d9438475d35743b2427d"
"DER:Station:60254bfb4f938e7acffea35e"
"DER:Station:602553cc67fffe6029a44c4d"
"DER:Station:604f0f02d2325e44ceac3c49"
"DER:Station:604f0fd344d15d8f77f7d4a3"
"DER:Station:60506b6fd2325e59e9ac4e5d"
"DER:Station:607565bc515cad02895e7582"
"DER:Station:6087ed5627683d969b65b4de"
"DER:Station:6087ee2827683d1aee65b4fc"
"DER:Station:6087ee8c27683df20165b4ff"
"DER:Station:608b1a10d47e75498ee3a1b9"
"DER:Station:609e410787a612b170aea60e"
"DER:Station:60bf05aa97d5619616fe3ce4"
"DER:Station:60c09b307a2fb74b84bcf76a"
"DER:Station:60f55d28a2cddd8297f1b8e9"
"DER:Station:610279be63acaeeba51761a1"
"DER:Station:6109223b63acae48b617e313"
"DER:Station:6112839ebc08e2918e4b5a83"
"DER:Station:612613543a3ed01401b22745"
"DER:Station:61432e01993df74abf963808"
"DER:Station:61711271d325a768d89462d1"
"DER:Station:618107bc7dfbb6e7bc8ba96c"
"DER:Station:6184d812dc01706363170acf"
"DER:Station:6188d7e27dfbb667429ba30d"
"DER:Station:618e8f137dfbb67a34a763c6"
"DER:Station:61a62782cfbe1df5975ef230"
"DER:Station:61b749b73facab6cef4e784a"
"DER:Station:61eabcff280fdff2015b7d80"
"DER:Station:61f014fe805f606a0c4da811"
"DER:Station:61f150cb280fdff2017dc149"
"DER:Station:61f16118805f606a0c54b233"
"DER:Station:61f16292805f606a0c54bf2b"
"DER:Station:61f3f353a4bfc1979a357b32"
"DER:Station:61fbc99d229fa07cdf392347"
"DER:Station:61fbca25229fa07cdf392990"
"DER:Station:61fbf975229fa07cdf3adb05"
"DER:Station:620f9febfa22dc668d69277c"
"DER:Station:6214b403fa22dc668d85fb56"
"DER:Station:621f39c16f4065ed913db369"
"DER:Station:62207aa6bd42b75726c5bcef"
"DER:Station:62207d4fbd42b75726c5e07d"
"DER:Station:62418238f7f4959d4b68f2fa"
"DER:Station:624197dc57b024837040cc94"
"DER:Station:624ec5cbcb9a8226db57f41f"
"DER:Station:62556cd4a910d0aced870fee"
"DER:Station:62556e47cb9a8226db836ac4"
"DER:Station:62556eb3a910d0aced87220d"
"DER:Station:626b89ff0b22c7ec1dc3f214"
"DER:Station:6270ee100b22c7ec1deaaae2"
"DER:Station:6270f69d0b22c7ec1deb12bc"
"DER:Station:6272335a0b22c7ec1df4e4a1"
"DER:Station:627234050b22c7ec1df4ed80"
"DER:Station:627262c0be796776cc5af3d7"
"DER:Station:62a191583d2e1b531ab0e078"
"DER:Station:62a843f28a47f7ecf332fd8f"
"DER:Station:62b019b3a141e028c8971e8f"
"DER:Station:62b01a8ea141e028c8972e91"
"DER:Station:62b17f74a141e028c8a33d48"
"DER:Station:62b2f9743d2e1b531a266890"
"DER:Station:62c547d1156f9935f14df82c"
"DER:Station:62d135fbde5cf1727407f5a4"
"DER:Station:62d4ff82c60c57978d14c08e"
"DER:Station:62d50026de5cf172741e0755"
"DER:Station:62e3c0d552693e2cf81fccf4"
"DER:Station:62e7a58952693e2cf83fad7a"
"DER:Station:62f0f33bf8f249177b1e3245"
"DER:Station:62f35171f8f249177b32e1b6"
"DER:Station:63105ad10e365bb7ec019a73"
"DER:Station:631ed08b65b104d53b48ee0f"
"DER:Station:632056cd0e365bb7ec9787a3"
"DER:Station:63205aa1537d322064890e50"
"DER:Station:63207f0c537d3220648b85dc"
"DER:Station:632c2abfc20d36e6f9058b90"
"DER:Station:633bfd4ff3d17e835da8be90"
"DER:Station:635f724fc1af381dd743295a"
"DER:Station:636387208516f17d224eb7f3"
"DER:Station:636e0d26b92a1637cc6850aa"
"DER:Station:637361d9a1734a1a8c59747f"
"DER:Station:6373632ca1734a1a8c599059"
"DER:Station:6373644bfa1e467a2ebea880"
"DER:Station:638750eaf8fefe4e78d57b14"
